club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Sporting Blue Valley,Sporting Blue Valley,ECNL Girls,,,https://theecnl.com/sports/directory,http://sportingbvsoccer.org/,,,,ecnl_directory
Sporting CA USA,Sporting Ca Usa,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.sportingca.us,,,,ecnl_directory
Sporting Iowa,Sporting Iowa,ECNL Girls,,,https://theecnl.com/sports/directory,https://members.dsmpartnership.com/list/member/sporting-iowa-soccer-club-des-moines-22980320,,,,database
Sporting Jax,Sporting Jax,ECNL Girls,,,https://theecnl.com/sports/directory,https://www.sportingjax.com/,,,,database
Sting Austin,Sting Austin,ECNL Girls,,,https://theecnl.com/sports/directory,https://www.stingsoccer.com/austin,,,,ecnl_directory
Sting Black,Sting Black,ECNL Girls,,,https://theecnl.com/sports/directory,https://northtexas.stingsoccer.com/blog/2026/03/06/sting-names-sting-black-girls-academy-manager/,,,,database
Sting Royal,Sting Royal,ECNL Girls,,,https://theecnl.com/sports/directory,https://youthsoccergames.com/team/300402950,,,,database
Tampa Bay United,Tampa Bay,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.tbusc.com/,,,,ecnl_directory
Tennessee SC,Tennessee,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.tennesseesoccerclub.org/,,,,ecnl_directory
United Futbol Academy,Futbol Academy,ECNL Girls,,,https://theecnl.com/sports/directory,https://unitedfa.org,,,,ecnl_directory
Utah Avalanche,Utah Avalanche,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.utahavalanche.com/,,,,ecnl_directory
Utah Royals FC-AZ,Utah Royals -Az,ECNL Girls,,,https://theecnl.com/sports/directory,https://www.teamstats.net/team/soccer/utah-royals-fc-az-ecrl,search,2026-04-12T02:24:06.174576+00:00,,
WNY Flash,Wny Flash,ECNL Girls,,,https://theecnl.com/sports/directory,https://wnyflash.com,,,,ecnl_directory
Washington Premier,Washington Premier,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.washingtonpremierfc.com/,,,,ecnl_directory
West Side Alliance,West Side Alliance,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.wsasoccer.org,,,,ecnl_directory
Wilmington Hammerheads,Wilmington Hammerheads,ECNL Girls,,,https://theecnl.com/sports/directory,https://www.wilmingtonhammerheadsyouth.com/,,,,ecnl_directory
World Class FC,World Class,ECNL Girls,,,https://theecnl.com/sports/directory,http://www.wcsocceracademy.org/,,,,ecnl_directory
XF Academy,Xf Academy,ECNL Girls,,,https://theecnl.com/sports/directory,https://www.soccerwire.com/club/crossfire-premier/,,,,database
1974 Newark FC,1974 Newark,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://youthsoccergames.com/club/california-north/50000308,,,,database
BVBIA,Bvbia,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.bvbinternationalacademy-ntx.com/,,,,ecnl_directory
Baltimore Celtic,Baltimore Celtic,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://baltimoreceltic.com/,,,,ecnl_directory
Bloomingdale Lightning FC,Bloomingdale Lightning,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.bloomingdalefc.com/,,,,ecnl_directory
Boise Timbers FC,Boise Timbers,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://www.boisetimbersthorns.org,,,,ecnl_directory
Brentwood SC,Brentwood,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://brentwoodyouthsoccer.com/,,,,ecnl_directory
Brooklyn United,Brooklyn,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.brooklynforcesoccer.com/,,,,database
CESA Triumph,Cesa Triumph,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://www.carolinaelitesc.com/,,,,ecnl_directory
Chattanooga Red Wolves SC,Chattanooga Red Wolves,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.chattanoogaredwolves-sc.com/,,,,database
Chicago Magic,Chicago Magic,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.chicagomagicsoccerclub.com,,,,ecnl_directory
Clovis Crossfire,Clovis Crossfire,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://cloviscrossfire.com/,,,,database
Colorado EDGE SC,Colorado Edge,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://birdeye.com/colorado-edge-soccer-club-arvada-soccer-association-166380104764305,,,,database
Delaware FC,Delaware,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://delaware-football-club.wheree.com/,,,,database
Doral Soccer Club,Doral,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.doralsoccerclub.com/,,,,ecnl_directory
El Camino Futbol Club Salinas,El Camino Futbol Salinas,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.ecfcsalinas.com/,,,,ecnl_directory
El Paso Locomotive,El Paso Locomotive,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.eplocomotivefc.com/,,,,database
Eugene Metro FC,Eugene Metro,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.emfc.org,,,,ecnl_directory
FC Copa Academy,Copa Academy,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.fccopa.com/,,,,ecnl_directory
FC Tulsa Academy,Tulsa Academy,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://blitzacademyfc.com/,,,,ecnl_directory
FC Westlake,Westlake,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.fcwestlake.com,,,,ecnl_directory
FC Wichita,Wichita,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.aztecaacademywichita.com/,,,,database
Florida Kraze,Florida Kraze,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://floridakrazekrush.com/,,,,database
Force,Force,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.clsf.org,,,,ecnl_directory
Fort Lauderdale United FC,Fort Lauderdale,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.ftlutd.com,,,,ecnl_directory
Germantown Legends,Germantown Legends,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.germantownlegendssoccer.com/recreation-home-page/rec/,,,,database
Idaho Rush,Idaho Rush,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.idahorush.com/,,,,database
Indiana Elite FC,Indiana Elite,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.indianaelitefc.com,,,,ecnl_directory
Kansas City Surf,Kansas Surf,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://kansascitysurf.com/,search,2026-04-12T02:24:07.761313+00:00,,
Kansas Rush,Kansas Rush,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.kansasrush.com/,,,,ecnl_directory
LVU Rush,Lvu Rush,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.lvurush.com/,,,,ecnl_directory
Lancaster FC,Lancaster,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://lancasterinferno.com/,,,,database
Lobos Rush,Lobos Rush,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.chamberofcommerce.com/united-states/tennessee/collierville/soccer-club/2003045246-lobos-rush-youth-soccer,,,,database
Los Gatos United,Los Gatos,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.soccerclublg.com/,,,,database
Louisiana Fire Soccer Club,Louisiana Fire,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.mapquest.com/us/louisiana/louisiana-fire-soccer-club-metairie-kenner-354952251,,,,database
Louisville City Academy,Louisville Academy,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.loucityracingacademy.com/,search,2026-04-12T02:24:09.293377+00:00,,
Manhattan SC,Manhattan,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.manhattansc.org/,,,,ecnl_directory
Michigan Rangers FC,Michigan Rangers,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://fan.hudl.com/usa/mi/hudsonville/organization/170809/michigan-rangers-fc,,,,database
Mississippi Rush United,Mississippi Rush,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.mfcsoccer.com,,,,ecnl_directory
Ohio Galaxies FC,Ohio Galaxies,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.ohiogalaxiesfc.com/,,,,ecnl_directory
Oregon Premier,Oregon Premier,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://oregonpremierfc.com/,,,,ecnl_directory
PSA Monmouth,Psa Monmouth,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://playclubsoccer.org/club/psa-monmouth,,,,database
Parkland SC,Parkland,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.cityofparkland.org/355/Soccer,,,,database
Potomac SA,Potomac Sa,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://potomacsoccer.org,,,,ecnl_directory
Pride SC,Pride,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.pridesoccer.com/,,,,ecnl_directory
SJEB FC,Sjeb,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.sjebfc.com/,,,,ecnl_directory
Salvo SC,Salvo,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://goalgalaxymn.com/organization/salvo-sc/,,,,database
San Antonio City SC,San Antonio,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://www.sacitysc.com,,,,ecnl_directory
San Francisco Elite Academy,San Francisco Elite Academy,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.sfelitesc.org,,,,database
South Carolina Surf,South Carolina Surf,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://www.southcarolinasurfsoccer.com,,,,ecnl_directory
Space Coast United,Space Coast,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.spacecoastsoccer.org/,,,,ecnl_directory
Sporting Club Tallahassee,Sporting Tallahassee,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.tallahasseesoccer.com/,,,,database
Sporting Nebraska FC,Sporting Nebraska,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.sportingnebraskafc.com/,,,,ecnl_directory
St Croix Soccer Club,St Croix,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.stcroixsoccer.org/,,,,ecnl_directory
St. Louis Stars,St. Louis Stars,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://stlstars.club/,,,,ecnl_directory
Tulsa SC,Tulsa,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://tulsasc.com/,,,,ecnl_directory
United PDX,Pdx,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,http://unitedpdx.com/,,,,ecnl_directory
Wave SC,Wave,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://wavesoccer.org/,,,,ecnl_directory
Westchester Soccer Club,Westchester,ECNL Regional League Boys,,,https://theecnl.com/sports/ecnl-regional-league-boys,https://www.mapquest.com/us/new-york/westchester-youth-soccer-league-370741067,,,,database
3RSC,3Rsc,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,https://3rsc.org,,,,ecnl_directory
Colorado Rapids Central,Colorado Rapids Central,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,,,,,
HEX PA Dominion,Hex Pa Dominion,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,https://www.hexfc.com/,,,,ecnl_directory
Lonestar Soccer Club Red,Lonestar Red,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,http://www.lonestar-sc.com,,,,ecnl_directory
Minneapolis United SC,Minneapolis,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,https://www.minneapolisunited.org/,,,,ecnl_directory
Snohomish United,Snohomish,ECNL Regional League Girls,,,https://theecnl.com/sports/ecnl-regional-league-girls,https://snocofc.com/,,,,database
Atlantic United Soccer Club,Atlantic,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://atlanticunitedsc.com/intramural/,,,,database
Coppermine Soccer Club,Coppermine,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://www.copperminesoccer.com/coppermine-sports-center,,,,database
New York SC,New York,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://www.nycfooty.com/westchester-ny,,,,database
Real Futbol Academy,Real Futbol Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://playclubsoccer.org/club/real-futbol-academy,,,,database
Sporting Athletic Club,Sporting Athletic,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://playclubsoccer.org/club/sporting-athletic-club,,,,database
Springfield SYC Soccer,Springfield Syc,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://youthsoccergames.com/club/virginia/50018472,search,2026-04-12T02:24:12.263769+00:00,,
STA,Sta,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://playclubsoccer.org/club/sta,,,,database
The Football Academy NJ,The Football Academy Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/34957/clubs,https://www.thefootballacademynj.com/,,,,database
FA Euro New York,Fa Euro New York,EDP Soccer,,,https://system.gotsport.com/org_event/events/41053/clubs,https://www.faeuro.com/,,,,database
Future Soccer Academy,Future Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/41053/clubs,https://clubs.bluesombrero.com/Default.aspx?tabid=221702,,,,database
Parsippany SC,Parsippany,EDP Soccer,,,https://system.gotsport.com/org_event/events/41053/clubs,https://www.parsippanysoccerclub.org/,,,,database
PDA South,Pda South,EDP Soccer,,,https://system.gotsport.com/org_event/events/41053/clubs,https://www.soccer-near-me.com/blog/pda-south-club-spotlight-ecnl-new-jersey,,,,database
The St. James Football Club,The St. James Football,EDP Soccer,,,https://system.gotsport.com/org_event/events/41053/clubs,https://www.loudounnow.com/giving_back/st-james-club-offers-free-youth-soccer-for-spring-league/article_c5811e20-f7d1-49b9-96fe-c2220ee124af.html,,,,database
Alexandria SA,Alexandria Sa,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://sportsrecruits.com/organization/alexandriasocceracademy,,,,database
Baltimore Armour,Baltimore Armour,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://playclubsoccer.org/club/baltimore-armour,,,,database
Bloomfield SC,Bloomfield,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.bloomfieldsoccerclub.com/,,,,database
Cedar Stars Academy - Monmouth,Cedar Stars Academy - Monmouth,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,http://njsa.ussoccerda.com/club-facilities,,,,database
Cedar Stars Academy North,Cedar Stars Academy North,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.edpsoccer.com/post/cedar-stars-academy-north-newark-boys-04-survive-a-classic-thriller-to-take-home-the-trophy,,,,database
City Sporting Club,Sporting,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.sportingkc.com/,,,,database
Complete Athlete Training,Complete Athlete Training,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://completeathletictraining.com/,,,,database
Elevate Soccer Academy,Elevate Academy,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://elev8socceracademy.com/,search,2026-04-12T02:24:13.840178+00:00,,
Futbol Total Academy NJ,Futbol Total Academy Nj,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://futboltotalacademynj.com/,,,,database
Liverpool FC International Academy Maryland,Liverpool International Academy Maryland,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.liverpoolfciamaryland.com/,search,2026-04-12T02:24:15.400533+00:00,,
Loudoun Soccer Club,Loudoun,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.leesburgfc.com/,,,,database
McLean YS,Mclean Ys,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.teamstats.net/team/soccer/mclean-ys,search,2026-04-12T02:24:16.925842+00:00,,
NJ Premier FC,Nj Premier,EDP Soccer,,,https://system.gotsport.com/org_event/events/44329/clubs,https://www.mapquest.com/us/new-jersey/nj-premier-fc-799146045,,,,database
